Loan_ID,Customer_ID,Branch_ID,Loan_Type,Application_Date.1,Loan_Amount,Interest_Rate,Tenure_Months,Approval_Status,Loan_Status,Estimated_Interest
L000295,C01604,BR006,Home,25-04-2023,764335.48,14.37,240,Approved,Active,2196700.17
L000296,C00937,BR007,Business,15-12-2025,1750627.97,13.69,84,Rejected,Rejected,1677626.78
L000297,C02263,BR003,Auto,29-05-2025,367291.1,14.02,48,Rejected,Rejected,205976.85
L000298,C02414,BR008,Home,03-04-2023,1495336.14,7.39,120,Pending,Under Review,1105053.41
L000299,C02309,BR006,Auto,08-04-2024,1031499.52,14.02,84,Approved,Defaulted,1012313.63
L000300,C00023,BR011,Home,20-10-2024,2718726.19,10.99,12,Approved,Active,298788.01
L000301,C01441,BR005,Business,22-04-2024,328047.93,8.31,24,Approved,Defaulted,54521.57
L000302,C02495,BR005,Business,15-02-2023,440723.46,14.4,180,Approved,Active,951962.67
L000303,C01984,BR007,Personal,17-04-2024,488871.11,11.21,48,Approved,Active,219209.81
L000304,C02521,BR005,Home,22-10-2023,2381416.99,12.72,48,Approved,Active,1211664.96
L000305,C02091,BR008,Personal,20-10-2025,568092.77,11.26,12,Pending,Under Review,63967.25
L000306,C01692,BR005,Auto,23-11-2024,445967.08,11.97,120,Approved,Active,533822.59
L000307,C01465,BR006,Personal,17-02-2024,822482.95,11.08,240,Approved,Active,1822622.22
L000308,C02218,BR005,Personal,15-11-2024,605967.09,14.16,60,Rejected,Rejected,429024.7
L000309,C00481,BR007,Personal,05-04-2024,93998.86,11.76,60,Approved,Active,55271.33
L000310,C02316,BR008,Auto,07-01-2025,280830.43,10.54,48,Approved,Active,118398.11
L000311,C00326,BR008,Personal,31-12-2023,879208.13,11.72,120,Approved,Active,1030431.93
L000312,C00118,BR007,Home,28-01-2024,2697949.54,12.21,240,Approved,Closed,6588392.78
L000313,C02716,BR009,Auto,09-11-2023,1119386.98,14.02,240,Approved,Defaulted,3138761.09
L000314,C01574,BR002,Auto,29-10-2023,505655.97,8.11,240,Rejected,Rejected,820173.98
L000315,C01819,BR008,Personal,05-07-2025,555051.38,11.22,24,Approved,Defaulted,124553.53
L000316,C02583,BR001,Auto,16-05-2025,282365.59,11.44,84,Approved,Active,226118.36
L000317,C01096,BR005,Home,01-07-2023,2796923.41,7.86,36,Pending,Under Review,659514.54
L000318,C02830,BR011,Personal,30-08-2024,196965.48,12.28,240,Approved,Closed,483747.22
L000319,C02221,BR005,Personal,23-04-2024,820720.42,11.28,84,Rejected,Rejected,648040.84
L000320,C00612,BR004,Education,20-04-2023,532198.65,13.1,12,Approved,Active,69718.02
L000321,C00545,BR003,Education,02-02-2024,613813.19,10.72,84,Approved,Active,460605.42
L000322,C01711,BR005,Home,20-11-2024,1176595.84,11.86,60,Approved,Active,697721.33
L000323,C01679,BR015,Auto,17-10-2024,468793.34,10.63,36,Approved,Closed,149498.2
L000324,C00102,BR004,Home,08-02-2025,917709.91,8.8,240,Approved,Closed,1615169.44
L000325,C00366,BR001,Home,01-09-2025,1551601.76,9.06,120,Approved,Active,1405751.19
L000326,C01503,BR004,Business,11-11-2024,2191590.42,13.92,60,Approved,Defaulted,1525346.93
L000327,C01258,BR005,Auto,24-11-2025,130464.47,10.05,36,Approved,Closed,39335.04
L000328,C01087,BR003,Personal,18-07-2024,352268.34,13.74,180,Approved,Active,726025.05
L000329,C01351,BR011,Business,09-04-2025,2278405.65,9.6,12,Pending,Under Review,218726.94
L000330,C02264,BR013,Personal,29-10-2025,698719.49,11.54,12,Rejected,Rejected,80632.23
L000331,C01691,BR013,Home,25-03-2025,2686464.61,13.89,36,Approved,Closed,1119449.8
L000332,C00970,BR011,Auto,08-06-2025,1096233.53,10.69,48,Approved,Active,468749.46
L000333,C01529,BR006,Personal,28-01-2023,255417.84,10.53,36,Approved,Closed,80686.5
L000334,C02043,BR014,Personal,14-09-2025,388985.93,13.77,60,Approved,Closed,267816.81
L000335,C00346,BR005,Home,15-07-2024,2895191,12.98,48,Rejected,Rejected,1503183.17
L000336,C02421,BR007,Auto,10-08-2024,441479.1,8.78,60,Approved,Active,193809.32
L000337,C01256,BR012,Home,13-10-2025,1218472.62,7.87,24,Approved,Active,191787.59
L000338,C00214,BR006,Personal,08-06-2023,520020.42,7.59,48,Approved,Closed,157878.2
L000339,C01418,BR005,Business,23-08-2024,1788970.57,9.47,84,Approved,Closed,1185908.59
L000340,C00613,BR001,Education,15-05-2024,374179.94,11.93,48,Rejected,Rejected,178558.67
L000341,C01053,BR005,Auto,15-02-2023,1130827.16,14.52,24,Approved,Active,328392.21
L000342,C00948,BR005,Business,08-09-2025,1588496.46,7.43,12,Approved,Active,118025.29
L000343,C02233,BR007,Personal,20-01-2023,799249.78,9.41,120,Approved,Active,752094.04
L000344,C02597,BR013,Personal,15-02-2025,704054.76,12.61,36,Approved,Closed,266343.92
L000345,C00461,BR005,Auto,13-01-2024,361709.04,14.2,240,Rejected,Rejected,1027253.67
L000346,C01448,BR014,Personal,21-10-2025,754794.18,12.35,12,Approved,Closed,93217.08
L000347,C02257,BR009,Personal,16-11-2024,75891.75,14.44,240,Approved,Active,219175.37
L000348,C00459,BR003,Home,14-09-2025,1213827.17,7.66,24,Approved,Closed,185958.32
L000349,C01491,BR010,Personal,28-02-2025,506538.93,11.69,120,Rejected,Rejected,592144.01
L000350,C00496,BR001,Personal,11-11-2025,664017.56,12.05,36,Approved,Closed,240042.35
L000351,C01014,BR005,Home,23-10-2023,2744785.65,14.69,60,Approved,Active,2016045.06
L000352,C01004,BR014,Personal,19-02-2023,746917.88,14.57,24,Pending,Under Review,217651.87
L000353,C01129,BR012,Home,31-01-2024,2987417.85,7.55,60,Approved,Closed,1127750.24
L000354,C01958,BR012,Auto,07-01-2023,468033.12,14.35,12,Approved,Active,67162.75
L000355,C02622,BR005,Personal,25-03-2025,384664.67,9.26,180,Rejected,Rejected,534299.23
L000356,C02691,BR004,Home,23-11-2024,2449792.16,11.96,120,Approved,Active,2929951.42
L000357,C01225,BR001,Personal,08-06-2024,295700.16,8.4,48,Approved,Active,99355.25
L000358,C00572,BR004,Home,22-05-2023,1568658.2,14.45,180,Pending,Under Review,3400066.65
L000359,C01240,BR005,Education,06-11-2023,251894.46,9.45,24,Approved,Active,47608.05
L000360,C02547,BR015,Home,22-04-2024,677604.1,9.84,84,Approved,Closed,466733.7
L000361,C02125,BR015,Personal,06-01-2024,239847.28,8.6,84,Approved,Active,144388.06
L000362,C00852,BR010,Personal,07-10-2025,251660.15,10.33,84,Pending,Under Review,181975.45
L000363,C02284,BR007,Business,02-09-2023,614969.44,10.09,60,Approved,Active,310252.08
L000364,C02066,BR010,Personal,03-02-2025,589547.41,10.27,36,Approved,Active,181639.56
L000365,C02671,BR015,Personal,05-05-2024,673325.96,12.98,24,Approved,Active,174795.42
L000366,C02637,BR005,Home,01-10-2023,2858392.35,9.93,240,Approved,Active,5676767.21
L000367,C02812,BR009,Business,05-01-2024,1576302.43,13.73,120,Rejected,Rejected,2164263.24
L000368,C01475,BR008,Home,03-05-2024,2415443.51,9.83,84,Approved,Closed,1662066.68
L000369,C00762,BR015,Personal,28-01-2025,734948.65,11.76,120,Approved,Active,864299.61
L000370,C01981,BR009,Auto,11-08-2025,484808.05,12.26,120,Rejected,Rejected,594374.67
L000371,C01731,BR011,Auto,21-10-2023,734740.8,9.91,36,Approved,Closed,218438.44
L000372,C01164,BR006,Personal,15-11-2024,125514.93,13.39,12,Approved,Active,16806.45
L000373,C02969,BR012,Personal,09-06-2024,834850.95,9.57,180,Approved,Active,1198428.54
L000374,C02435,BR002,Personal,06-06-2024,654596.44,11.28,84,Approved,Active,516869.35
L000375,C01630,BR005,Home,05-07-2025,1218460.7,13.19,120,Rejected,Rejected,1607149.66
L000376,C02153,BR008,Business,02-02-2023,337107.76,9.35,84,Approved,Active,220637.03
L000377,C00068,BR002,Auto,17-08-2024,1187454.67,10.55,12,Approved,Closed,125276.47
L000378,C02472,BR013,Education,24-07-2024,559145.69,12.63,24,Pending,Under Review,141240.2
L000379,C00208,BR003,Auto,02-07-2025,737509.16,10.66,48,Approved,Active,314473.91
L000380,C02424,BR004,Business,14-04-2025,519254.99,10.12,60,Approved,Active,262743.02
L000381,C00492,BR005,Business,17-01-2025,2298989.02,9.73,36,Rejected,Rejected,671074.89
L000382,C01856,BR008,Personal,30-04-2023,192733.73,13.63,24,Approved,Closed,52539.21
L000383,C00058,BR009,Home,07-05-2024,1568130.25,7.72,84,Rejected,Rejected,847417.59
L000384,C01981,BR009,Personal,19-11-2024,654658.78,10.19,12,Pending,Under Review,66709.73
L000385,C02008,BR003,Personal,04-07-2024,308198.02,9.99,12,Approved,Active,30788.98
L000386,C02887,BR008,Personal,09-01-2025,780050.81,11.76,48,Approved,Defaulted,366935.9
L000387,C01715,BR002,Personal,05-12-2023,532267.27,14.01,36,Approved,Closed,223711.93
L000388,C01952,BR001,Business,02-06-2025,1919895.7,12.61,240,Approved,Active,4841976.96
L000389,C02023,BR002,Education,29-07-2024,107211.7,11.85,24,Pending,Under Review,25409.17
L000390,C02907,BR009,Personal,20-06-2024,871431.72,13.45,48,Approved,Closed,468830.27
L000391,C02301,BR004,Personal,18-08-2024,242969.54,12.86,12,Approved,Active,31245.88
L000392,C00017,BR009,Home,05-11-2025,2033989.81,11.95,240,Rejected,Rejected,4861235.65
L000393,C01469,BR012,Auto,11-01-2024,735024.28,13.87,240,Rejected,Rejected,2038957.35
L000394,C00933,BR013,Auto,26-02-2025,341684.89,9.83,36,Approved,Defaulted,100762.87
L000395,C00854,BR006,Personal,17-06-2023,316503.16,11.22,120,Approved,Defaulted,355116.55
L000396,C01773,BR005,Home,08-08-2024,2161437.1,11.25,48,Rejected,Rejected,972646.7
L000397,C02670,BR012,Personal,23-07-2025,88120.44,12.58,240,Rejected,Rejected,221711.03
L000398,C02956,BR010,Home,05-02-2024,2254476.25,13.76,48,Approved,Active,1240863.73
L000399,C00301,BR007,Auto,05-11-2023,389081.82,7.7,180,Approved,Active,449389.5
L000400,C00832,BR001,Education,23-07-2023,231513.84,8.63,240,Approved,Active,399592.89
L000401,C02628,BR015,Personal,31-01-2025,482058.51,9.4,60,Approved,Active,226567.5
L000402,C00731,BR007,Education,31-12-2025,410113.91,10.74,84,Approved,Active,308323.64
L000403,C00079,BR009,Home,08-11-2025,1854678.24,13.97,24,Approved,Closed,518197.1
L000404,C02653,BR007,Home,26-05-2025,1976332.13,13.16,48,Approved,Closed,1040341.23
L000405,C01564,BR005,Auto,21-06-2023,698230.53,8.94,120,Approved,Defaulted,624218.09
L000406,C00371,BR009,Auto,29-08-2023,105541,12.5,120,Approved,Active,131926.25
L000407,C00282,BR012,Personal,05-10-2023,277416.73,13.19,240,Rejected,Rejected,731825.33
L000408,C00252,BR009,Personal,20-02-2023,696390.15,8.4,84,Approved,Active,409477.41
L000409,C02551,BR012,Auto,03-01-2024,1136119.27,10,240,Approved,Closed,2272238.54
L000410,C00635,BR005,Business,10-06-2023,899320.09,10.82,180,Approved,Active,1459596.51
L000411,C00184,BR003,Home,18-05-2023,867564.1,8.07,36,Approved,Active,210037.27
L000412,C02691,BR004,Auto,23-10-2023,112943.52,9.92,12,Approved,Active,11204
L000413,C00104,BR005,Education,09-01-2025,79472.67,13.77,84,Rejected,Rejected,76603.71
L000414,C02663,BR010,Education,07-05-2025,560379.62,8.01,120,Approved,Active,448864.08
L000415,C01588,BR005,Personal,24-12-2024,679031.7,11.95,60,Approved,Active,405721.44
L000416,C02117,BR012,Home,17-11-2023,1328912.49,11.92,60,Approved,Active,792031.84
L000417,C02894,BR005,Auto,18-09-2024,1142461.08,8.38,120,Approved,Active,957382.39
L000418,C02343,BR009,Business,28-07-2023,465650.55,10.94,24,Approved,Active,101884.34
L000419,C02420,BR001,Auto,26-08-2025,620210.91,10.06,48,Pending,Under Review,249572.87
L000420,C02307,BR007,Auto,01-10-2025,843862.41,7.9,24,Approved,Active,133330.26
L000421,C02462,BR011,Home,28-01-2024,804012.73,12.99,36,Approved,Active,313323.76
L000422,C01228,BR001,Home,24-02-2025,860466.71,7.73,60,Pending,Under Review,332570.38
L000423,C00661,BR006,Business,22-04-2025,982069.76,9.48,48,Approved,Closed,372400.85
L000424,C01276,BR010,Education,25-12-2023,444136.87,9.8,120,Approved,Active,435254.13
L000425,C01212,BR001,Home,15-12-2025,2217049.82,12.2,36,Rejected,Rejected,811440.23
L000426,C01548,BR006,Business,26-12-2023,629518.77,13.68,240,Rejected,Rejected,1722363.35
L000427,C00797,BR005,Business,13-03-2023,1948378.63,11.96,24,Approved,Defaulted,466052.17
L000428,C00766,BR011,Home,20-09-2023,2281377.77,8.69,60,Approved,Active,991258.64
L000429,C01859,BR008,Auto,26-05-2024,576970.61,11.67,120,Approved,Active,673324.7
L000430,C00437,BR008,Home,03-07-2023,1271035.76,11.96,180,Approved,Closed,2280238.15
L000431,C00221,BR007,Auto,24-04-2025,292314.45,8,180,Approved,Closed,350777.34
L000432,C02599,BR015,Home,20-06-2024,1896153.73,14.53,36,Approved,Closed,826533.41
L000433,C01386,BR012,Education,08-09-2023,605272.52,12.04,84,Approved,Closed,510123.68
L000434,C02636,BR001,Education,26-11-2023,317389.12,11.53,24,Approved,Closed,73189.93
L000435,C02748,BR004,Home,02-07-2023,796429.29,7.79,12,Approved,Active,62041.84
L000436,C00808,BR008,Personal,21-10-2023,231181.81,10.72,120,Approved,Closed,247826.9
L000437,C00760,BR006,Home,31-05-2023,1854391.5,7.57,240,Approved,Active,2807548.73
L000438,C01169,BR006,Auto,27-06-2024,697344.54,8.84,120,Approved,Active,616452.57
L000439,C00185,BR009,Home,05-11-2023,1324273.15,14.25,180,Approved,Active,2830633.86
L000440,C02092,BR001,Home,28-02-2025,800727.66,12.66,48,Approved,Active,405488.49
L000441,C02975,BR001,Education,27-01-2025,74895.11,10.73,48,Approved,Active,32144.98
L000442,C00072,BR005,Home,25-02-2024,541864.38,13.78,12,Approved,Active,74668.91
L000443,C02807,BR010,Auto,19-02-2024,736415.03,8.19,60,Approved,Closed,301561.95
L000444,C00632,BR012,Home,17-09-2024,711376.57,8.7,12,Approved,Closed,61889.76
L000445,C02873,BR004,Personal,02-03-2023,449562.31,7.73,180,Approved,Active,521267.5
L000446,C00586,BR010,Education,28-12-2023,660804.27,9.88,48,Approved,Closed,261149.85
L000447,C01196,BR009,Auto,30-12-2024,753627.96,9.51,180,Approved,Active,1075050.28
L000448,C00972,BR014,Business,19-11-2025,2016614.11,10.71,12,Approved,Active,215979.37
L000449,C01987,BR009,Personal,20-11-2023,548370.28,8.39,60,Approved,Active,230041.33
L000450,C00626,BR009,Auto,31-08-2023,221254.74,9.97,48,Approved,Active,88236.39
L000451,C01233,BR012,Personal,03-03-2025,306969.59,13.2,48,Approved,Active,162079.94
L000452,C02671,BR015,Auto,07-05-2024,275826.42,8.94,24,Approved,Closed,49317.76
L000453,C00191,BR011,Business,12-03-2025,2112554.47,10.67,120,Rejected,Rejected,2254095.62
L000454,C00998,BR013,Auto,09-09-2024,809492.08,9.92,120,Rejected,Rejected,803016.14
L000455,C02474,BR008,Personal,19-09-2023,739137.86,14.39,60,Approved,Active,531809.69
L000456,C00019,BR012,Education,27-08-2023,690831.52,14.31,36,Approved,Defaulted,296573.97
L000457,C01063,BR010,Business,18-01-2025,2049280.76,8.66,240,Approved,Closed,3549354.28
L000458,C02055,BR004,Personal,02-05-2024,442426.63,8.72,240,Approved,Closed,771592.04
L000459,C00748,BR005,Home,08-03-2024,2697337.97,13.17,48,Approved,Active,1420957.64
L000460,C01041,BR008,Personal,15-12-2025,794579.99,7.75,48,Approved,Closed,246319.8
L000461,C00502,BR003,Personal,12-11-2023,210308.18,12.97,120,Approved,Active,272769.71
L000462,C02654,BR007,Home,20-09-2024,1410739.89,8.61,120,Approved,Active,1214647.05
L000463,C00187,BR007,Auto,10-10-2025,1045483.11,10.95,48,Rejected,Rejected,457921.6
L000464,C01831,BR010,Home,16-12-2024,1118102.38,12.26,12,Approved,Active,137079.35
L000465,C02620,BR008,Home,03-03-2024,1883483.66,12.1,240,Pending,Under Review,4558030.46
L000466,C00574,BR009,Business,14-02-2025,375526.69,12.38,48,Approved,Active,185960.82
L000467,C00470,BR009,Personal,24-05-2024,118423.46,11.92,48,Approved,Active,56464.31
L000468,C00758,BR005,Personal,09-02-2025,254832.01,12.36,60,Approved,Active,157486.18
L000469,C01099,BR004,Business,09-03-2024,345919.87,9.39,240,Pending,Under Review,649637.52
L000470,C00659,BR002,Auto,17-11-2025,979015.44,8.62,12,Pending,Under Review,84391.13
L000471,C02294,BR001,Personal,11-07-2025,190952.35,13.86,12,Rejected,Rejected,26466
L000472,C02748,BR004,Personal,26-06-2023,866256.99,9.91,240,Approved,Closed,1716921.35
L000473,C00196,BR014,Education,09-07-2025,531600.54,7.43,84,Approved,Active,276485.44
L000474,C00371,BR009,Home,01-12-2024,2513501.9,12.67,12,Approved,Active,318460.69
L000475,C00700,BR001,Personal,25-06-2023,87464.99,11.54,120,Approved,Active,100934.6
L000476,C02454,BR002,Business,14-11-2023,1543643.32,12.95,120,Rejected,Rejected,1999018.1
L000477,C00167,BR005,Home,27-11-2023,548438.71,8.81,12,Approved,Active,48317.45
L000478,C00564,BR004,Home,12-01-2025,730068.62,14.41,48,Approved,Active,420811.55
L000479,C02941,BR008,Education,23-11-2023,248952.33,7.73,12,Approved,Defaulted,19244.02
L000480,C00876,BR001,Personal,22-09-2024,169468.83,9.62,48,Approved,Active,65211.61
L000481,C00789,BR001,Home,23-06-2025,2992317.17,14.53,60,Approved,Active,2173918.42
L000482,C01158,BR010,Home,25-05-2024,578826.58,7.31,24,Approved,Active,84624.45
L000483,C00106,BR003,Personal,16-11-2024,88633.32,12.17,240,Approved,Active,215733.5
L000484,C00689,BR009,Auto,03-12-2024,1065813.81,7.38,120,Approved,Active,786570.59
L000485,C02028,BR015,Personal,03-04-2024,613579.08,8.01,120,Approved,Active,491476.84
L000486,C01673,BR007,Personal,23-05-2024,541080.76,14.11,48,Approved,Active,305385.98
L000487,C01182,BR002,Education,15-12-2024,475631.1,8.67,84,Approved,Active,288660.51
L000488,C00555,BR008,Auto,17-01-2025,313122.1,7.75,240,Rejected,Rejected,485339.25
L000489,C02347,BR007,Home,24-06-2025,2656301.91,13.05,24,Approved,Active,693294.8
L000490,C00356,BR006,Education,23-09-2023,341057.16,7.29,24,Rejected,Rejected,49726.13
L000491,C00597,BR001,Business,22-11-2024,638667.25,10.09,84,Approved,Active,451090.68
L000492,C02175,BR007,Personal,11-03-2023,740669.75,12.88,240,Approved,Closed,1907965.28
L000493,C02806,BR011,Auto,02-04-2025,556684.35,9.08,84,Approved,Active,353828.57
L000494,C00733,BR005,Business,05-06-2023,1844571.44,7.34,180,Approved,Active,2030873.16
L000495,C01701,BR008,Personal,23-09-2024,529500.09,7.35,180,Approved,Active,583773.85
L000496,C00190,BR004,Home,09-06-2024,2478466.09,8.44,180,Approved,Active,3137738.07
L000497,C00413,BR001,Education,27-03-2025,290811.98,14.61,84,Approved,Active,297413.41
L000498,C01305,BR008,Personal,28-06-2023,362419.2,12.11,24,Rejected,Rejected,87777.93
L000499,C02100,BR005,Personal,31-12-2023,872767.26,11.61,24,Rejected,Rejected,202656.56
L000500,C01113,BR005,Personal,24-11-2023,490881.53,7.65,12,Approved,Active,37552.44
L000501,C00123,BR005,Auto,25-02-2024,1076143.38,14.43,60,Approved,Active,776437.45
L000502,C01282,BR012,Auto,14-08-2025,238014.49,11.41,12,Rejected,Rejected,27157.45
L000503,C01993,BR007,Home,25-12-2025,1203459.58,8.94,12,Approved,Closed,107589.29
L000504,C00861,BR006,Education,21-11-2025,580804.46,7.51,120,Approved,Closed,436184.15
L000505,C01889,BR001,Personal,02-10-2023,509677.72,11.92,120,Approved,Active,607535.84
L000506,C00635,BR005,Business,15-12-2025,965058.25,13.31,180,Rejected,Rejected,1926738.8
L000507,C01551,BR012,Personal,26-01-2024,98063.35,9.92,12,Approved,Active,9727.88
L000508,C01354,BR009,Home,27-12-2023,1830672.13,8.87,240,Approved,Active,3247612.36
L000509,C00397,BR013,Home,04-03-2023,1840080.55,8.8,12,Approved,Active,161927.09
L000510,C01143,BR012,Auto,07-08-2023,1084465.16,14.19,24,Pending,Under Review,307771.21
L000511,C00124,BR005,Personal,04-11-2023,567215.61,11.38,36,Approved,Defaulted,193647.41
L000512,C00127,BR001,Home,19-11-2025,1426256.22,10.41,84,Approved,Active,1039312.91
L000513,C00496,BR001,Home,09-01-2023,2955804.73,11.39,12,Approved,Active,336666.16
L000514,C02091,BR008,Education,24-05-2025,586274.34,10.16,48,Approved,Closed,238261.89
L000515,C00365,BR015,Home,12-10-2025,974852.84,9.34,180,Approved,Closed,1365768.83
L000516,C01843,BR012,Education,29-10-2023,378584.05,7.42,48,Approved,Active,112363.75
L000517,C01983,BR013,Home,15-03-2025,2464263.01,14.64,180,Approved,Active,5411521.57
L000518,C01410,BR001,Personal,04-08-2024,59376.53,12.33,60,Approved,Active,36605.63
L000519,C01889,BR001,Education,13-04-2025,473011.88,8.95,24,Approved,Active,84669.13
L000520,C02054,BR015,Home,08-05-2023,2118110.94,7.72,60,Approved,Active,817590.82
L000521,C00733,BR005,Personal,28-01-2025,433035.17,10.02,180,Approved,Defaulted,650851.86
